row_id,timestamp,user_age,user_bmi,user_body_fat_pct,fitness_level,experience_years,resting_heart_rate,max_heart_rate,heart_rate_reserve,vo2_max_estimate,fitness_goal,time_available_min,weekly_consistency_days,workout_adherence_pct,preferred_timing,social_preference,sleep_quality,stress_level,diet_quality_score,hydration_liters,activity_level,injury_history,equipment_access,motivation_score,workout_name,muscle_groups,equipment_needed,target_workout_type,target_duration_min,target_intensity_level,estimated_calories,data_source,sleep_hours
3383,2026-04-29T00:16:16.973167,33.0,24.8,17.8,1,0,56.0,187,131,37.3,muscle_gain,20,3,85,evening,partner,good,moderate,8,2.7,very_active,none,outdoor,7.0,WOD-8958,full_body,True,hiit,14.0,8,63.0,crossfit,
1401,2025-09-11T00:16:16.913525,36.0,27.4,25.1,1,0,67.0,184,117,42.9,general_health,30,4,80,evening,solo,good,moderate,5,2.9,extremely_active,minor,outdoor,4.0,Push - Intermediate Day 5,"chest,shoulders,arms",True,strength,21.0,7,57.0,bodybuilding,
9658,2025-09-05T00:16:17.154994,39.0,34.0,25.9,7,5,71.0,181,110,55.3,weight_loss,45,4,85,evening,solo,excellent,moderate,5,2.1,moderately_active,none,outdoor,3.0,Restorative Flow,"full_body,flexibility",True,flexibility,20.0,6,34.0,yoga_patterns,
9231,2025-09-15T00:16:17.143550,30.0,25.2,29.7,2,0,79.0,190,111,33.9,flexibility,90,4,100,night,online_class,good,moderate,7,3.7,extremely_active,chronic,home_gym,6.0,Bro Split - Intermediate Day 6,"arms,shoulders,legs",True,strength,31.0,7,78.0,bodybuilding,
7189,2025-08-20T00:16:17.085368,27.0,28.3,34.6,5,3,61.0,193,132,46.9,endurance,45,2,74,evening,group,fair,chronic,3,0.6,lightly_active,none,none,4.0,Lower - Novice Day 2,"legs,core",True,strength,45.0,6,127.0,bodybuilding,
4578,2025-06-10T00:16:17.008979,40.0,,25.9,1,1,51.0,180,129,35.8,strength,45,3,31,night,partner,excellent,chronic,6,2.7,lightly_active,chronic,minimal,,Restorative Flow,"full_body,flexibility",False,flexibility,31.0,4,,yoga_patterns,
5309,2025-10-15T00:16:17.031207,44.0,26.8,25.5,1,0,56.0,176,120,32.8,rehabilitation,30,4,67,night,group,fair,moderate,8,2.3,very_active,major,minimal,,Upper - Intermediate Day 6,"chest,back,shoulders,arms",True,strength,,5,56.0,bodybuilding,
5643,2026-04-09T00:16:17.041011,31.0,,20.1,7,4,65.0,189,124,54.4,flexibility,30,6,100,morning,partner,fair,chronic,4,1.7,very_active,major,none,9.0,WOD-6641,full_body,True,hiit,20.0,9,89.0,crossfit,
3595,2025-09-16T00:16:16.979131,24.0,24.6,27.9,1,0,72.0,196,124,40.4,weight_loss,30,4,50,morning,partner,excellent,,9,1.7,sedentary,none,,7.0,Hatha Flow,"full_body,flexibility",True,flexibility,21.0,4,25.0,yoga_patterns,
5283,2025-06-07T00:16:17.030170,34.0,,28.6,3,3,68.0,186,118,41.3,endurance,60,2,31,night,group,fair,,1,2.3,lightly_active,none,home_gym,5.0,Lower - Novice Day 1,"legs,core",True,strength,60.0,6,161.0,bodybuilding,
1646,2025-08-08T00:16:16.920054,48.0,19.9,23.1,1,1,66.0,172,106,37.0,strength,90,5,100,evening,partner,fair,low,1,1.5,very_active,chronic,outdoor,,Bro Split - Advanced Day 6,"core,shoulders,legs",True,strength,42.0,9,83.0,bodybuilding,
4847,2025-12-26T00:16:17.016779,26.0,24.9,24.7,4,3,56.0,194,138,44.0,rehabilitation,90,3,53,afternoon,partner,excellent,high,9,1.4,moderately_active,none,outdoor,3.0,Power Yoga Flow,"full_body,flexibility",False,flexibility,90.0,5,,yoga_patterns,
1088,2026-02-05T00:16:16.903693,43.0,,22.8,1,0,72.0,177,105,35.5,general_health,90,7,65,morning,partner,good,low,9,2.3,moderately_active,minor,home_gym,5.0,Legs - Advanced Day 2,"legs,core",True,strength,31.0,9,64.0,bodybuilding,
8764,2025-12-09T00:16:17.127398,25.0,22.5,19.5,9,7,48.0,195,147,56.0,general_health,20,4,42,night,group,excellent,chronic,7,2.5,sedentary,none,none,7.0,WOD-1239,full_body,True,hiit,14.0,10,57.0,crossfit,
1777,2025-11-19T00:16:16.924702,31.0,22.4,16.5,6,4,70.0,189,119,55.2,rehabilitation,90,5,47,morning,partner,good,moderate,4,2.9,sedentary,none,none,3.0,Pull - Advanced Day 6,"back,arms",True,strength,45.0,9,100.0,bodybuilding,
2161,2026-02-09T00:16:16.936602,30.0,28.7,19.7,1,1,60.0,190,130,41.8,rehabilitation,60,2,42,night,solo,fair,moderate,5,3.1,moderately_active,none,,5.0,Upper - Intermediate Day 1,"chest,back,shoulders,arms",True,strength,42.0,7,120.0,bodybuilding,
8248,2025-08-18T00:16:17.110998,18.0,20.5,17.0,1,0,70.0,202,132,41.3,general_health,45,2,79,evening,group,excellent,chronic,10,1.5,lightly_active,none,,7.0,Full Body - Intermediate Day 5,"shoulders,back,chest",True,strength,31.0,7,63.0,bodybuilding,
9062,2026-01-16T00:16:17.138551,47.0,27.4,18.2,1,0,74.0,173,99,40.6,rehabilitation,30,4,61,morning,online_class,fair,moderate,6,1.0,very_active,minor,outdoor,1.0,Lower - Advanced Day 4,"legs,core",True,strength,21.0,9,57.0,bodybuilding,
5706,2025-07-21T00:16:17.042109,27.0,23.5,12.7,1,1,64.0,193,129,36.1,general_health,60,6,100,night,online_class,good,,10,2.8,very_active,none,full_gym,6.0,Lower - Advanced Day 6,"legs,core",True,strength,42.0,9,98.0,bodybuilding,
4669,2025-10-13T00:16:17.011330,22.0,25.3,12.2,1,0,,198,123,35.9,muscle_gain,45,7,70,afternoon,partner,good,low,1,2.1,very_active,minor,outdoor,6.0,Lower - Advanced Day 3,"legs,core",True,strength,31.0,9,78.0,bodybuilding,
8794,2025-11-21T00:16:17.131524,37.0,29.2,19.7,1,0,,183,120,39.1,flexibility,45,5,77,night,partner,excellent,low,8,1.8,moderately_active,chronic,outdoor,6.0,Lower - Intermediate Day 3,"legs,core",True,strength,31.0,7,90.0,bodybuilding,
2681,2026-01-18T00:16:16.951282,59.0,25.9,18.4,1,0,69.0,161,92,33.0,strength,30,4,64,afternoon,partner,excellent,low,7,1.7,extremely_active,none,home_gym,9.0,Upper - Advanced Day 6,"chest,back,shoulders,arms",True,strength,21.0,10,,bodybuilding,
4443,2025-10-09T00:16:17.001362,,,36.6,1,1,61.0,188,127,39.1,weight_loss,60,7,82,evening,solo,excellent,,7,3.3,moderately_active,none,none,6.0,unknown_user Push - Intermediate Day 5,"chest,shoulders,arms",True,strength,31.0,7,,bodybuilding,
5006,2025-06-20T00:16:17.022219,34.0,25.2,19.4,3,2,54.0,186,132,40.2,flexibility,45,7,88,morning,group,excellent,moderate,7,3.9,extremely_active,none,full_gym,8.0,WOD-8789,full_body,True,hiit,10.0,9,46.0,crossfit,
5723,2026-02-07T00:16:17.043087,20.0,23.3,18.4,2,2,67.0,200,133,37.5,endurance,30,4,83,morning,group,excellent,high,7,2.6,very_active,minor,minimal,6.0,WOD-4170,full_body,True,hiit,21.0,7,,crossfit,
8695,2025-11-19T00:16:17.127398,,29.6,14.2,4,2,69.0,200,131,45.5,endurance,90,4,54,morning,solo,good,,10,2.7,lightly_active,none,[],6.0,Full Body - Novice Day 2,"back,shoulders,core",True,strength,45.0,6,133.0,bodybuilding,
8841,2025-06-05T00:16:17.132650,28.0,24.7,11.0,10,12,56.0,192,136,57.1,endurance,45,4,72,morning,solo,good,low,8,3.4,moderately_active,none,home_gym,5.0,Hatha Flow,"full_body,flexibility",False,flexibility,24.0,4,29.0,yoga_patterns,
9734,2025-10-06T00:16:17.159302,,23.9,15.2,1,0,59.0,202,143,33.8,muscle_gain,60,2,78,evening,group,fair,low,1,2.5,very_active,none,minimal,7.0,Push - Novice Day 6,"chest,shoulders,arms",True,strength,42.0,6,100.0,bodybuilding,
5572,2025-10-08T00:16:17.037504,,25.3,16.7,2,1,,191,113,40.7,rehabilitation,30,5,33,morning,group,good,moderate,5,4.3,lightly_active,chronic,outdoor,9.0,Upper - Novice Day 6,"chest,back,shoulders,arms",True,strength,21.0,7,53.0,bodybuilding,
7900,2026-03-16T00:16:17.104672,30.0,27.8,18.8,4,3,,190,134,46.9,general_health,45,4,84,morning,solo,excellent,moderate,8,2.6,lightly_active,none,,2.0,Legs - Novice Day 3,"legs,core",True,strength,45.0,6,125.0,bodybuilding,
9365,2026-02-05T00:16:17.148173,20.0,27.6,26.7,1,1,66.0,200,134,35.5,endurance,60,3,54,night,solo,fair,,6,2.1,lightly_active,chronic,,9.0,Restorative Flow,"full_body,flexibility",True,flexibility,-15.0,5,19.0,yoga_patterns,
9103,2025-10-20T00:16:17.140549,30.0,,17.6,1,0,71.0,190,119,37.5,flexibility,45,3,62,morning,solo,good,high,6,2.3,sedentary,minor,outdoor,5.0,WOD-9659,full_body,True,hiit,14.0,7,72.0,crossfit,
8686,2025-11-30T00:16:17.127398,35.0,26.6,17.7,9,6,52.0,185,133,57.1,flexibility,30,4,100,morning,online_class,excellent,,4,2.4,extremely_active,none,minimal,5.0,Upper - Novice Day 4,"chest,back,shoulders,arms",True,strength,36.0,6,95.0,bodybuilding,
9275,2025-09-21T00:16:17.145275,18.0,24.5,24.2,1,0,71.0,202,131,38.3,flexibility,15,3,68,evening,group,excellent,chronic,7,1.8,very_active,minor,minimal,5.0,WOD-2795,full_body,True,hiit,10.0,9,,crossfit,
5113,2025-10-18T00:16:17.022219,18.0,21.8,25.7,1,0,77.0,202,125,38.8,endurance,90,4,63,evening,solo,good,low,7,1.5,extremely_active,chronic,full_gym,,Pull - Intermediate Day 6,"back,arms",True,strength,42.0,7,91.0,bodybuilding,
7069,2025-06-30T00:16:17.082344,36.0,21.1,28.8,3,3,53.0,184,131,41.9,rehabilitation,30,4,65,evening,partner,good,low,8,1.9,moderately_active,none,full_gym,8.0,Legs - Novice Day 1,"legs,core",True,strength,30.0,6,63.0,bodybuilding,
9664,2026-03-21T00:16:17.154994,38.0,26.3,27.3,4,4,60.0,182,122,47.3,general_health,45,4,83,afternoon,solo,excellent,,7,2.3,extremely_active,none,outdoor,6.0,Upper - Novice Day 5,"chest,back,shoulders,arms",True,strength,45.0,5,,bodybuilding,
9914,2026-02-01T00:16:17.164432,,26.3,20.9,1,0,71.0,202,131,39.5,athletic_performance,90,1,76,evening,solo,poor,low,7,2.6,extremely_active,minor,home_gym,,Pull - Intermediate Day 2,"back,arms",True,strength,62.0,6,163.0,bodybuilding,
4147,2025-05-06T00:16:16.994519,33.0,25.0,12.3,1,0,70.0,187,117,39.2,strength,30,5,72,morning,online_class,excellent,low,5,2.6,lightly_active,none,UNKNOWN,7.0,WOD-7800,full_body,True,hiit,14.0,6,64.0,crossfit,
1215,2025-06-02T00:16:16.907692,24.0,23.2,19.4,1,0,65.0,196,131,42.8,strength,60,3,59,morning,partner,good,high,6,3.8,lightly_active,major,outdoor,6.0,Pull - Advanced Day 2,"back,arms",True,strength,42.0,6,97.0,bodybuilding,
2898,2025-11-25T00:16:16.957458,25.0,25.9,29.4,1,1,74.0,195,121,37.1,flexibility,90,3,73,afternoon,solo,fair,chronic,3,2.6,moderately_active,none,,6.0,Restorative Flow,"full_body,flexibility",True,flexibility,42.0,6,54.0,yoga_patterns,
3237,2025-07-26T00:16:16.967212,31.0,22.0,18.8,7,5,77.0,189,112,49.0,general_health,30,7,75,evening,solo,good,high,8,1.6,lightly_active,none,outdoor,5.0,WOD-1534,full_body,True,hiit,30.0,7,121.0,crossfit,
4552,2026-03-21T00:16:17.007979,18.0,29.7,22.9,1,0,74.0,202,128,39.2,weight_loss,30,3,53,morning,solo,excellent,moderate,1,2.6,lightly_active,minor,none,5.0,Upper - Advanced Day 6,"chest,back,shoulders,arms",True,strength,21.0,9,62.0,bodybuilding,
5690,2025-05-10T00:16:17.042109,21.0,23.7,19.6,2,1,61.0,199,138,37.3,rehabilitation,20,1,87,afternoon,solo,excellent,moderate,5,3.4,very_active,major,full_gym,5.0,WOD-5316,full_body,True,hiit,14.0,6,60.0,crossfit,
7775,2025-06-17T00:16:17.098671,25.0,22.6,21.6,1,1,84.0,195,111,43.7,rehabilitation,20,3,55,morning,solo,fair,low,4,3.6,lightly_active,none,outdoor,7.0,WOD-7447,full_body,True,hiit,14.0,6,58.0,crossfit,
2140,2025-09-19T00:16:16.932327,49.0,,15.8,3,2,44.0,171,127,34.9,endurance,45,5,81,evening,solo,excellent,low,6,2.8,lightly_active,none,full_gym,5.0,Full Body - Novice Day 1,"back,arms,chest",True,strength,45.0,6,105.0,bodybuilding,
5011,2025-10-15T00:16:17.022219,30.0,26.6,24.3,1,1,74.0,190,116,38.0,athletic_performance,45,3,76,afternoon,partner,good,moderate,9,1.7,moderately_active,major,minimal,,Push - Intermediate Day 2,"chest,shoulders,arms",True,strength,31.0,6,82.0,bodybuilding,
6716,2025-09-09T00:16:17.071785,31.0,25.1,22.5,5,4,66.0,189,123,44.8,endurance,15,5,95,afternoon,solo,good,high,6,2.4,extremely_active,chronic,home_gym,,WOD-5321,full_body,True,hiit,15.0,5,,crossfit,
3074,2025-05-06T00:16:16.964208,33.0,16.0,23.7,1,1,66.0,187,121,39.3,strength,45,2,20,morning,partner,good,chronic,6,1.4,moderately_active,major,home_gym,8.0,Pull - Advanced Day 6,"back,arms",True,strength,31.0,7,,bodybuilding,
9699,2025-08-12T00:16:17.154994,27.0,28.2,29.2,5,4,55.0,193,138,43.2,athletic_performance,45,2,79,morning,solo,good,,5,0.8,extremely_active,minor,home_gym,6.0,WOD-2719,full_body,True,strength??,15.0,6,77.0,crossfit,
6767,2026-03-30T00:16:17.072810,27.0,30.2,15.2,4,2,72.0,193,121,50.9,general_health,45,3,88,night,partner,fair,chronic,4,2.7,extremely_active,none,outdoor,6.0,WOD-2798,full_body,True,hiit,45.0,9,249.0,crossfit,
4857,2025-06-30T00:16:17.016779,34.0,22.8,16.5,10,9,56.0,186,130,55.5,rehabilitation,45,6,63,afternoon,group,fair,chronic,5,1.1,lightly_active,none,outdoor,6.0,Push - Intermediate Day 4,"chest,shoulders,arms",True,strength,54.0,7,123.0,bodybuilding,
4900,2026-03-04T00:16:17.016779,33.0,23.5,19.7,1,1,74.0,187,113,35.4,strength,15,4,68,night,partner,fair,low,7,3.3,extremely_active,none,outdoor,3.0,WOD-5880,full_body,True,hiit,10.0,10,43.0,crossfit,
