row_id,timestamp,user_age,user_bmi,user_body_fat_pct,fitness_level,experience_years,resting_heart_rate,max_heart_rate,heart_rate_reserve,vo2_max_estimate,fitness_goal,time_available_min,weekly_consistency_days,workout_adherence_pct,preferred_timing,social_preference,sleep_quality,stress_level,diet_quality_score,hydration_liters,activity_level,injury_history,equipment_access,motivation_score,workout_name,muscle_groups,equipment_needed,target_workout_type,target_duration_min,target_intensity_level,estimated_calories,data_source,sleep_hours
1124,2026-04-18T00:16:16.904692,,35.9,22.7,1,0,65,186,121,45.3,weight_loss,20,1,45,night,partner,good,high,4,2.8,lightly_active,chronic,none,3.0,WOD-7067,full_body,True,hiit,14,9,92.0,crossfit,
7856,2026-02-08T00:16:17.104672,34.0,25.8,15.8,1,0,45,186,141,39.1,flexibility,45,4,54,afternoon,group,good,low,1,3.5,moderately_active,none,home_gym,5.0,Restorative Flow,"full_body,flexibility",True,flexibility,21,4,27.0,yoga_patterns,
9901,2026-04-22T00:16:17.163435,18.0,27.6,19.4,1,0,68,202,134,41.0,weight_loss,30,3,77,afternoon,partner,good,moderate,5,3.6,moderately_active,none,full_gym,3.0,Full Body - Novice Day 1,"back,arms,chest",True,strength,21,6,57.0,bodybuilding,25.0
5707,2025-12-05T00:16:17.042109,37.0,21.8,28.6,1,0,70,183,113,38.3,athletic_performance,20,5,61,night,online_class,fair,low,6,2.8,sedentary,none,minimal,10.0,WOD-5472,full_body,True,hiit,10,9,39.0,crossfit,
2037,2025-07-28T00:16:16.932327,18.0,24.4,16.0,1,0,56,202,146,39.6,muscle_gain,45,4,42,morning,partner,fair,moderate,10,2.8,very_active,none,none,10.0,Hatha Flow,"full_body,flexibility",True,flexibility,31,7,37.0,yoga_patterns,
1489,2025-07-07T00:16:16.915584,24.0,21.7,27.1,1,0,77,196,119,38.2,endurance,30,3,71,evening,solo,poor,low,7,2.8,very_active,none,outdoor,7.0,WOD-6662,full_body,True,hiit,21,7,83.0,crossfit,
736,2025-07-08T00:16:16.892874,,26.5,20.8,1,0,57,202,145,35.2,general_health,15,4,89,afternoon,group,good,chronic,1,2.2,very_active,major,full_gym,5.0,WOD-4747,full_body,True,hiit,10,6,48.0,crossfit,
1497,2026-04-22T00:16:16.916482,41.0,26.3,22.1,2,2,62,179,117,36.6,rehabilitation,45,7,100,afternoon,partner,poor,moderate,4,2.8,very_active,none,minimal,10.0,Push - Intermediate Day 3,"chest,shoulders,arms",True,strength,31,7,81.0,bodybuilding,
5437,2025-06-10T00:16:17.034177,62.0,22.1,20.8,9,5,51,158,107,61.4,strength,30,6,68,evening,online_class,good,moderate,7,3.8,extremely_active,none,minimal,8.0,Lower - Advanced Day 3,"legs,core",True,strength,36,9,79.0,bodybuilding,
1579,2026-03-20T00:16:16.918483,,22.5,20.8,10,10,53,185,132,57.5,muscle_gain,90,3,54,afternoon,solo,good,moderate,4,1.7,very_active,none,full_gym,6.0,Power Yoga Flow,"full_body,flexibility",True,flexibility,24,5,,yoga_patterns,
8956,2025-06-20T00:16:17.135672,35.0,23.4,16.8,1,0,65,185,120,34.5,athletic_performance,60,1,79,morning,online_class,poor,moderate,5,2.9,lightly_active,none,full_gym,8.0,Bro Split - Intermediate Day 6,"arms,chest,core",True,strength,31,6,72.0,bodybuilding,
40,2026-03-15T00:16:16.871226,,16.2,22.0,5,3,69,199,130,46.5,endurance,15,4,52,morning,partner,good,high,5,2.4,extremely_active,none,minimal,6.0,WOD-8029,full_body,True,hiit,15,7,44.0,crossfit,
9594,2025-10-27T00:16:17.154994,35.0,22.6,16.3,1,0,66,185,119,32.0,endurance,30,3,41,evening,online_class,good,moderate,8,2.1,very_active,none,home_gym,1.0,WOD-4935,full_body,True,hiit,10,6,41.0,crossfit,
319,2025-06-10T00:16:16.880997,46.0,26.6,13.6,10,8,59,174,115,56.8,muscle_gain,30,5,74,afternoon,solo,excellent,moderate,7,1.4,moderately_active,none,full_gym,2.0,Hatha Flow,"full_body,flexibility",False,flexibility,36,4,47.0,yoga_patterns,
6856,2025-12-20T00:16:17.075618,18.0,22.2,26.6,1,0,61,202,141,34.8,rehabilitation,20,3,76,evening,group,good,chronic,5,2.4,very_active,minor,outdoor,8.0,WOD-6602,full_body,True,hiit,10,10,,crossfit,
4344,2025-05-04T00:16:17.001362,35.0,20.0,23.3,10,8,47,185,138,56.6,weight_loss,90,2,38,morning,solo,good,moderate,4,1.6,lightly_active,major,full_gym,9.0,Full Body - Intermediate Day 2,"shoulders,chest,back",True,strength,90,6,180.0,bodybuilding,
5928,2025-06-26T00:16:17.048924,38.0,30.6,17.2,6,5,68,182,114,45.6,strength,90,3,53,morning,online_class,good,moderate,6,3.4,lightly_active,none,home_gym,8.0,Upper - Novice Day 3,"chest,back,shoulders,arms",True,strength,60,6,183.0,bodybuilding,
4380,2026-04-04T00:16:17.001362,40.0,25.7,23.7,10,10,55,180,125,56.4,rehabilitation,45,2,57,night,solo,excellent,high,5,1.7,very_active,none,home_gym,10.0,   Restorative Flow ### ,"full_body,flexibility",True,flexibility,54,6,69.0,yoga_patterns,
4231,2025-09-10T00:16:16.999320,34.0,24.9,25.8,8,4,50,186,136,51.0,weight_loss,30,5,66,morning,partner,good,low,9,1.4,very_active,none,minimal,9.0,WOD-7858,full_body,True,hiit,30,10,136.0,crossfit,
674,2026-04-14T00:16:16.891876,,23.1,22.7,1,2,10,200,150,37.5,athletic_performance,60,5,45,evening,group,poor,low,9,1.9,lightly_active,none,full_gym,6.0,Lower - Advanced Day 5,"legs,core",True,strength,42,8,97.0,bodybuilding,
3474,2025-05-13T00:16:16.975070,,21.2,23.7,1,2,82,184,102,37.1,rehabilitation,60,5,45,evening,online_class,excellent,chronic,5,2.8,lightly_active,none,full_gym,10.0,Lower - Novice Day 5,"legs,core",True,strength,42,7,89.0,bodybuilding,
566,2026-02-24T00:16:16.888728,24.0,30.8,27.6,4,3,73,196,123,41.8,general_health,30,3,75,evening,partner,excellent,moderate,6,3.4,very_active,minor,full_gym,10.0,WOD-9999,full_body,True,hiit,15,7,84.0,crossfit,
6399,2026-02-01T00:16:17.062629,35.0,23.9,22.3,1,0,70,185,115,35.3,strength,45,3,62,afternoon,online_class,excellent,moderate,7,3.0,sedentary,none,outdoor,4.0,Legs - Novice Day 3,"legs,core",True,strength,31,6,74.0,bodybuilding,
8776,2025-06-09T00:16:17.131016,31.0,27.9,31.9,2,2,61,189,128,37.7,weight_loss,15,1,80,morning,partner,fair,moderate,10,2.7,moderately_active,minor,full_gym,7.0,WOD-6313,full_body,True,hiit,10,9,51.0,crossfit,
7013,2026-02-22T00:16:17.075618,27.0,20.3,17.3,1,0,62,193,131,39.0,endurance,60,4,97,afternoon,online_class,excellent,low,6,2.4,moderately_active,chronic,none,7.0,Pull - Novice Day 6,"back,arms",True,strength,42,6,85.0,bodybuilding,
1454,2025-06-19T00:16:16.914481,20.0,29.7,24.2,1,0,70,200,130,33.7,endurance,60,1,78,afternoon,online_class,good,moderate,7,1.7,extremely_active,minor,none,,Pull - Intermediate Day 4,"back,arms",True,strength,42,7,124.0,bodybuilding,
9239,2025-08-10T00:16:17.143550,,24.2,28.1,2,1,66,192,126,38.6,athletic_performance,45,5,77,evening,solo,excellent,low,5,3.8,moderately_active,major,minimal,10.0,WOD-6566,full_body,True,hiit,31,7,137.0,crossfit,
7984,2025-09-17T00:16:17.104672,38.0,35.0,24.2,1,0,62,182,120,38.1,weight_loss,60,4,90,afternoon,group,poor,low,7,3.3,sedentary,major,outdoor,,Lower - Intermediate Day 3,"legs,core",True,strength,42,4,147.0,bodybuilding,
1083,2025-05-25T00:16:16.903693,31.0,24.5,15.2,1,0,49,189,140,37.3,muscle_gain,45,4,49,afternoon,partner,good,moderate,9,2.2,lightly_active,major,minimal,5.0,Pull - Intermediate Day 2,"back,arms",True,strength,31,5,75.0,bodybuilding,
6682,2026-02-07T00:16:17.069851,,23.3,30.5,5,4,67,191,124,47.3,strength,90,5,94,evening,online_class,good,high,1,3.4,moderately_active,none,full_gym,3.0,Push - Intermediate Day 6,"chest,shoulders,arms",True,strength,75,6,174.0,bodybuilding,
252,2026-01-25T00:16:16.876828,,,24.0,1,0,77,187,110,35.5,endurance,15,4,49,night,partner,excellent,high,6,0.2,sedentary,minor,none,1.0,WOD-7194,full_body,True,hiit,10,8,35.0,crossfit,
8359,2026-01-14T00:16:17.119442,30.0,28.6,24.4,1,0,57,190,133,35.2,endurance,60,3,99,night,partner,good,high,4,3.7,lightly_active,major,none,6.0,Restorative Flow,"full_body,flexibility",True,flexibility,21,2,30.0,yoga_patterns,
3208,2025-09-30T00:16:16.967212,34.0,30.1,20.4,2,0,59,186,127,42.0,endurance,45,4,64,evening,group,excellent,moderate,8,2.7,lightly_active,none,full_gym,7.0,Push - Intermediate Day 4,"chest,shoulders,arms",True,strength,31,7,93.0,bodybuilding,
5352,2026-02-21T00:16:17.032175,22.0,21.1,26.2,5,4,71,198,127,47.3,weight_loss,60,4,78,night,solo,fair,high,5,0.4,very_active,none,full_gym,3.0,Lower - Intermediate Day 5,"legs,core",True,strength,60,6,126.0,bodybuilding,
4265,2026-04-25T00:16:17.000362,35.0,26.6,26.5,1,0,65,185,120,37.0,weight_loss,60,4,64,night,solo,excellent,high,9,1.9,extremely_active,chronic,none,9.0,Full Body - Intermediate Day 5,"chest,back,legs",True,strength,42,7,111.0,bodybuilding,
322,2026-01-26T00:16:16.880997,,30.5,30.1,6,4,65,172,107,48.5,endurance,30,6,46,night,solo,good,low,3,1.5,lightly_active,minor,full_gym,3.0,Vinyasa Flow,"full_body,flexibility",True,flexibility,20,6,30.0,yoga_patterns,
4706,2025-09-25T00:16:17.012346,31.0,28.3,16.9,8,5,65,189,124,59.9,strength,30,6,74,morning,partner,good,moderate,3,2.2,moderately_active,none,none,5.0,Lower - Novice Day 2,"legs,core",True,strength,30,6,84.0,bodybuilding,
9546,2025-08-18T00:16:17.153375,18.0,24.5,29.3,1,0,78,202,124,38.5,rehabilitation,45,6,83,morning,group,excellent,moderate,6,2.6,sedentary,none,none,7.0,Legs - Intermediate Day 1,"legs,core",True,strength,31,7,75.0,bodybuilding,
5614,2025-11-04T00:16:17.037504,40.0,28.2,22.4,1,0,66,180,114,39.3,rehabilitation,45,4,76,night,partner,excellent,low,6,2.6,lightly_active,none,minimal,3.0,Lower - Novice Day 5,"legs,core",True,strength,31,6,87.0,bodybuilding,
8918,2025-10-10T00:16:17.134668,28.0,19.5,21.2,1,0,56,192,136,39.0,athletic_performance,45,6,47,night,online_class,excellent,moderate,2,1.9,very_active,major,minimal,2.0,Lower - Novice Day 1,"legs,core",True,strength,31,4,60.0,bodybuilding,
5262,2025-12-28T00:16:17.029208,31.0,25.7,18.3,1,2,58,189,131,40.4,general_health,60,2,100,evening,group,excellent,chronic,6,1.6,extremely_active,none,minimal,4.0,Bro Split - Advanced Day 5,"core,legs,back",True,strength,42,9,107.0,bodybuilding,
1955,2025-12-19T00:16:16.929683,36.0,27.8,23.0,2,2,63,184,121,40.1,weight_loss,60,3,63,morning,online_class,excellent,low,10,3.8,sedentary,none,outdoor,6.0,Upper - Novice Day 6,"chest,back,shoulders,arms",True,strength,42,6,116.0,bodybuilding,
4013,2025-08-23T00:16:16.991997,18.0,16.0,27.4,1,0,62,202,140,30.9,flexibility,60,4,53,morning,group,excellent,chronic,8,1.3,lightly_active,minor,full_gym,7.0,Restorative Flow,"full_body,flexibility",True,flexibility,31,3,24.0,yoga_patterns,
4699,2025-08-10T00:16:17.012346,40.0,23.9,25.5,10,8,61,180,119,61.4,general_health,60,3,90,night,online_class,fair,high,3,3.3,extremely_active,none,outdoor,10.0,Bro Split - Advanced Day 1,"chest,shoulders,arms",True,strength,72,9,172.0,bodybuilding,
5769,2026-01-23T00:16:17.043421,20.0,22.4,13.3,1,0,68,200,132,36.6,muscle_gain,90,4,81,morning,solo,fair,moderate,6,3.3,lightly_active,minor,minimal,6.0,Push - Advanced Day 3,"chest,shoulders,arms",True,strength,62,9,138.0,bodybuilding,
484,2026-02-19T00:16:16.883661,,21.6,26.1,1,2,80,180,100,39.7,flexibility,30,3,92,night,group,good,moderate,5,2.3,moderately_active,none,home_gym,,Legs - Advanced Day 6,"legs,core",True,strength,21,9,45.0,bodybuilding,
8537,2026-01-08T00:16:17.123878,28.0,20.4,19.4,9,6,46,192,146,62.2,general_health,30,5,53,afternoon,partner,fair,high,4,2.9,sedentary,minor,outdoor,5.0,WOD-8843,full_body,True,hiit,24,5,89.0,crossfit,
2068,2025-12-24T00:16:16.932327,,29.7,22.6,4,3,71,174,103,45.1,general_health,60,5,32,night,online_class,good,low,3,3.9,extremely_active,none,none,5.0,Lower - Advanced Day 2,"legs,core",True,strength,60,9,178.0,bodybuilding,
2233,2026-03-27T00:16:16.938864,,33.3,15.8,6,4,61,196,135,50.9,strength,45,1,83,morning,solo,excellent,moderate,5,1.6,sedentary,none,outdoor,2.0,Vinyasa Flow,"full_body,flexibility",False,flexibility,45,5,74.0,yoga_patterns,
1796,2025-10-01T00:16:16.925164,19.0,25.7,20.2,1,0,53,201,148,31.9,athletic_performance,20,3,86,night,online_class,poor,moderate,7,2.0,very_active,none,home_gym,7.0,WOD-3285,full_body,True,hiit,14,7,65.0,crossfit,
2214,2025-09-14T00:16:16.937857,,25.1,13.8,10,20,61,182,121,61.2,muscle_gain,30,4,54,afternoon,group,poor,chronic,8,3.0,very_active,none,outdoor,6.0,Lower - Novice Day 6,"legs,core",True,strength,36,5,90.0,bodybuilding,
4112,2025-08-06T00:16:16.994519,32.0,22.9,18.1,1,0,75,188,113,33.2,general_health,30,3,65,night,partner,excellent,moderate,9,2.7,sedentary,none,home_gym,10.0,WOD-8092,full_body,True,hiit,21,10,88.0,crossfit,
7335,2025-06-24T00:16:17.089662,42.0,25.2,28.7,1,2,65,178,113,42.9,strength,45,6,75,afternoon,online_class,good,moderate,3,1.8,extremely_active,none,none,1.0,Bro Split - Advanced Day 6,"legs,back,core",True,strength,31,9,,bodybuilding,
2013,2025-10-06T00:16:16.932327,28.0,21.8,20.5,7,5,78,192,114,56.3,flexibility,30,5,53,night,group,fair,chronic,7,1.6,lightly_active,chronic,outdoor,7.0,WOD-4130,full_body,True,hiit,12,6,47.0,crossfit,
6080,2026-01-16T00:16:17.049923,37.0,24.7,26.3,1,2,62,183,121,38.5,rehabilitation,90,3,82,night,group,good,chronic,4,2.9,moderately_active,none,home_gym,8.0,Push - Advanced Day 5,"chest,shoulders,arms",True,strength,52,9,,bodybuilding,
501,2026-03-29T00:16:16.883661,,31.9,29.0,1,1,66,196,130,35.7,weight_loss,60,3,65,night,partner,excellent,chronic,3,1.4,moderately_active,none,minimal,7.0,Legs - Intermediate Day 4,"legs,core",True,strength,42,7,133.0,bodybuilding,
5107,2025-07-08T00:16:17.022219,25.0,25.8,31.1,1,2,70,195,125,41.1,athletic_performance,45,4,95,night,partner,excellent,high,5,3.2,very_active,none,minimal,4.0,WOD-6840,full_body,True,hiit,31,5,146.0,crossfit,
6754,2026-05-04T00:16:17.072810,,,22.1,1,0,59,181,122,39.4,rehabilitation,90,7,37,evening,online_class,excellent,moderate,5,2.0,extremely_active,none,outdoor,8.0,Push - Advanced Day 1,"chest,shoulders,arms",True,strength,42,9,110.0,bodybuilding,
2359,2026-01-17T00:16:16.942402,22.0,25.0,13.9,3,2,63,198,135,48.7,flexibility,45,4,64,afternoon,group,poor,moderate,7,2.4,sedentary,none,home_gym,5.0,Full Body - Novice Day 6,"shoulders,back,core",True,strength,45,5,112.0,bodybuilding,
7860,2025-09-21T00:16:17.104672,45.0,,23.1,2,3,68,175,107,39.7,athletic_performance,45,4,89,afternoon,partner,poor,low,5,2.8,very_active,none,full_gym,4.0,Upper - Advanced Day 2,"chest,back,shoulders,arms",True,strength,31,8,67.0,bodybuilding,
2274,2026-03-10T00:16:16.939863,26.0,25.1,29.9,1,0,69,194,125,36.4,general_health,15,3,99,afternoon,online_class,excellent,high,6,1.9,extremely_active,none,none,9.0,WOD-2416,full_body,True,hiit,10,8,46.0,crossfit,
8202,2025-12-02T00:16:17.110998,33.0,19.1,23.5,10,7,45,187,142,62.4,strength,30,6,47,evening,partner,good,chronic,6,2.6,lightly_active,none,none,7.0,Upper - Advanced Day 3,"chest,back,shoulders,arms",True,strength,36,9,68.0,bodybuilding,
2153,2025-09-04T00:16:16.936602,33.0,30.1,32.9,5,3,54,187,133,49.5,rehabilitation,90,5,93,evening,partner,excellent,moderate,6,3.1,lightly_active,none,full_gym,8.0,Push - Novice Day 6,"chest,shoulders,arms",True,strength,90,6,270.0,bodybuilding,
8122,2025-05-31T00:16:17.110998,22.0,28.4,30.6,2,1,81,198,117,48.1,general_health,30,5,71,evening,group,good,moderate,3,2.0,moderately_active,none,home_gym,4.0,Restorative Flow,"full_body,flexibility",False,flexibility,14,5,19.0,yoga_patterns,
1200,2025-08-15T00:16:16.906692,37.0,25.1,7.2,1,0,63,183,120,33.7,muscle_gain,30,3,77,night,solo,good,moderate,7,2.5,sedentary,chronic,outdoor,6.0,Bro Split - Advanced Day 1,"shoulders,back,chest",True,strength,21,9,52.0,bodybuilding,
1114,2025-11-23T00:16:16.904692,25.0,21.6,12.8,1,1,64,195,131,37.3,muscle_gain,15,2,58,morning,partner,poor,chronic,8,2.5,moderately_active,none,minimal,6.0,WOD-4773,full_body,True,hiit,10,7,39.0,crossfit,
7677,2025-10-31T00:16:17.098671,28.0,25.4,25.8,4,3,64,192,128,42.4,weight_loss,30,4,54,evening,partner,excellent,high,6,3.0,moderately_active,none,outdoor,4.0,WOD-2444,full_body,True,hiit,30,7,139.0,crossfit,
8720,2025-11-15T00:16:17.127398,38.0,24.5,8.7,7,5,58,182,124,54.5,rehabilitation,90,2,45,afternoon,group,excellent,low,4,1.1,lightly_active,none,minimal,9.0,Lower - Advanced Day 5,"legs,core",True,strength,45,10,,bodybuilding,
120,2026-01-07T00:16:16.874735,,28.0,26.6,1,0,66,193,127,40.1,weight_loss,45,5,79,night,partner,excellent,low,3,1.0,lightly_active,none,none,7.0,Push - Intermediate Day 5,"chest,shoulders,arms",True,strength,31,7,86.0,bodybuilding,
2031,2026-04-23T00:16:16.932327,31.0,22.7,14.4,2,2,65,189,124,42.0,muscle_gain,90,4,69,morning,online_class,fair,moderate,3,1.8,very_active,none,none,10.0,Restorative Flow,"full_body,flexibility",True,flexibility,42,5,47.0,yoga_patterns,
8608,2026-04-07T00:16:17.125878,37.0,18.5,8.7,3,3,61,183,122,39.0,muscle_gain,30,4,88,evening,solo,excellent,moderate,7,4.0,sedentary,major,outdoor,6.0,Upper - Intermediate Day 4,"chest,back,shoulders,arms",True,strength,30,5,55.0,bodybuilding,
2413,2025-10-19T00:16:16.943466,35.0,,23.3,1,1,61,185,124,36.2,strength,60,3,72,afternoon,partner,excellent,low,7,1.2,lightly_active,major,none,10.0,Upper - Intermediate Day 5,"chest,back,shoulders,arms",True,strength,42,6,114.0,bodybuilding,
4345,2026-01-27T00:16:17.001362,41.0,25.0,17.5,9,6,49,179,130,59.1,endurance,45,7,82,afternoon,online_class,excellent,moderate,2,3.4,very_active,minor,home_gym,1.0,Upper - Intermediate Day 3,"chest,back,shoulders,arms",True,strength,54,7,135.0,bodybuilding,
8807,2025-05-29T00:16:17.131524,27.0,29.6,31.8,1,0,63,193,130,42.2,weight_loss,15,3,48,evening,partner,good,moderate,4,3.1,extremely_active,none,minimal,4.0,WOD-9193,full_body,True,hiit,10,6,54.0,crossfit,
5266,2025-11-14T00:16:17.029208,18.0,27.2,19.0,1,0,56,202,146,42.2,muscle_gain,45,4,75,morning,solo,fair,chronic,1,1.4,extremely_active,minor,outdoor,7.0,Hatha Flow,"full_body,flexibility",False,flexibility,31,5,42.0,yoga_patterns,
4722,2025-05-27T00:16:17.013331,,21.7,32.5,1,0,56,202,146,38.4,general_health,30,7,69,night,group,poor,low,2,2.1,very_active,minor,minimal,4.0,Legs - Novice Day 5,"legs,core",True,strength,21,5,45.0,bodybuilding,
7673,2026-03-10T00:16:17.098671,36.0,25.9,39.0,2,1,89,184,95,38.4,weight_loss,60,3,72,afternoon,group,excellent,chronic,7,2.7,sedentary,major,none,5.0,Vinyasa Flow,"full_body,flexibility",True,flexibility,14,2,18.0,yoga_patterns,
5020,2025-12-12T00:16:17.022219,,20.3,17.9,6,4,71,198,127,49.7,rehabilitation,30,4,87,afternoon,partner,good,moderate,3,2.6,sedentary,chronic,none,1.0,Legs - Advanced Day 2,"legs,core",True,strength,30,9,60.0,bodybuilding,
7696,2026-01-06T00:16:17.098671,,24.4,29.7,1,1,61,200,139,38.1,weight_loss,45,4,46,afternoon,solo,good,chronic,7,3.0,very_active,none,none,8.0,WOD-7198,full_body,True,hiit,14,9,62.0,crossfit,
533,2026-03-06T00:16:16.887276,29.0,29.5,26.9,4,2,64,191,127,43.1,weight_loss,30,1,63,morning,group,good,chronic,3,4.3,very_active,none,minimal,7.0,Pull - Advanced Day 5,"back,arms",True,strength,30,9,88.0,bodybuilding,
1003,2025-11-02T00:16:16.901634,31.0,23.5,21.2,1,0,54,189,135,38.3,flexibility,60,3,100,morning,solo,excellent,moderate,3,2.7,moderately_active,minor,minimal,8.0,Push - Advanced Day 3,"chest,shoulders,arms",True,strength,31,9,72.0,bodybuilding,
4011,2025-08-07T00:16:16.991997,18.0,22.1,18.1,1,0,54,202,148,39.8,strength,45,3,64,morning,partner,good,chronic,7,2.2,lightly_active,none,minimal,6.0,Lower - Intermediate Day 3,"legs,core",True,strength,31,7,68.0,bodybuilding,
3920,2025-09-30T00:16:16.989095,35.0,29.9,25.1,1,0,77,185,108,38.6,muscle_gain,60,4,79,morning,partner,excellent,low,7,2.4,sedentary,none,outdoor,5.0,Upper - Novice Day 5,"chest,back,shoulders,arms",True,strength,42,6,125.0,bodybuilding,
374,2025-10-21T00:16:16.883030,21.0,29.8,24.4,4,3,79,199,120,43.9,endurance,30,3,72,morning,solo,excellent,chronic,7,1.7,very_active,none,outdoor,1.0,Push - Novice Day 4,"chest,shoulders,arms",True,strength,30,6,89.0,bodybuilding,
97,2025-08-16T00:16:16.873214,,22.5,9.1,10,8,57,172,115,62.8,muscle_gain,45,4,20,night,online_class,fair,chronic,2,3.7,lightly_active,none,none,5.0,Push - Novice Day 2,"chest,shoulders,arms",True,strength,54,6,121.0,bodybuilding,
9099,2025-05-20T00:16:17.139550,22.0,26.1,30.5,3,2,63,198,135,40.3,weight_loss,60,2,75,evening,partner,good,moderate,6,3.8,very_active,none,home_gym,1.0,Full Body - Novice Day 1,"legs,chest,core",True,strength,60,6,156.0,bodybuilding,
5854,2026-01-14T00:16:17.043421,,23.9,23.5,8,6,61,187,126,59.8,rehabilitation,30,5,59,afternoon,online_class,good,low,3,2.7,sedentary,none,minimal,6.0,Bro Split - Advanced Day 5,"back,chest,core",True,strength,30,9,71.0,bodybuilding,
7466,2026-02-23T00:16:17.093678,25.0,29.0,29.4,6,4,67,195,128,46.4,weight_loss,45,6,87,night,solo,fair,low,8,2.7,sedentary,none,minimal,4.0,WOD-1971,full_body,True,hiit,30,8,159.0,crossfit,
519,2026-01-18T00:16:16.887276,,23.9,14.1,2,1,64,192,128,39.0,flexibility,15,4,77,evening,partner,excellent,high,2,2.6,very_active,none,full_gym,5.0,WOD-4646,full_body,True,hiit,10,9,43.0,crossfit,
9150,2025-10-21T00:16:17.141549,,,28.4,1,1,64,190,126,42.7,weight_loss,45,4,79,afternoon,partner,good,chronic,8,1.8,very_active,minor,none,7.0,WOD-6309,full_body,True,hiit,31,10,,crossfit,
1433,2025-05-20T00:16:16.914481,29.0,23.9,22.0,1,1,56,191,135,35.3,athletic_performance,45,7,100,evening,group,good,low,3,2.3,very_active,chronic,home_gym,3.0,Yin Yoga Flow,"full_body,flexibility",True,flexibility,31,5,37.0,yoga_patterns,
7900,2026-03-16T00:16:17.104672,30.0,27.8,18.8,4,3,56,190,134,46.9,general_health,45,4,84,morning,solo,excellent,moderate,8,2.6,lightly_active,none,none,2.0,Legs - Novice Day 3,"legs,core",True,strength,45,6,125.0,bodybuilding,
2361,2025-06-09T00:16:16.942402,,30.7,26.3,3,2,63,194,131,38.9,rehabilitation,45,2,89,morning,solo,excellent,low,6,1.6,extremely_active,none,outdoor,7.0,Push - Novice Day 4,"chest,shoulders,arms",True,strength,45,6,138.0,bodybuilding,
6011,2025-06-10T00:16:17.049923,18.0,30.8,8.9,1,0,73,202,129,35.8,flexibility,60,5,80,afternoon,partner,fair,moderate,7,2.4,very_active,major,home_gym,5.0,Lower - Advanced Day 3,"legs,core",True,strength,42,7,129.0,bodybuilding,
